"aa"
"5462fd86d62f23220187a0bc","IMG","yes","741","0","1","3698"
"c4f7dce4a955aa463ccc57fb","IMG","yes","604","0","1","44723"
"a8096c14f8270505f490a727","IMG","yes","406","0","1","52921"
"47a0369315f1068dead48af3","IMG","yes","2111","0","1","51221"
"938d9aa3d1b8d45658d3562b","IMG","yes","1837","0","1","24081"
"7dceb511140accdb6dd2a64f","IMG","yes","2978","0","1","39078"
"fefcc0cfbaa476a3dedcb001","IMG","yes","1341","0","1","25792"
"4caa806ac1d381a12bbb5424","IMG","no","2692","0","1","38301"
"d3b2a3362b36f806151044ec","IMG","yes","564","147","2","45958"
"a5bafda6f6df9eb65505b91d","IMG","no","458","0","1","24812"
"4b2c7a8910aebf90f9a4dbd4","IMG","yes","319","0","1","48187"
"48c390b0a3d97d702a39a88e","IMG","yes","4023","0","3","51922"
"e92941fa0670aae2d00fbe40","IMG","yes","2651","0","1","52292"
"6ebbffeeb949efa292ca4320","IMG","yes","1598","0","1","43844"
"1ce2b200900cfeaa4abf9182","IMG","no","1268","210","2","46212"
"b40e78032ab87933bdab9c51","IMG","no","1225","0","1","43660"
"25c49fae4eb32425985d1bc8","IMG","no","942","0","1","43279"
"f8df907b36ebb84870a486a9","IMG","yes","756","42","1","28213"
"f8df907b36ebb84870a486a9","IMG","yes","756","146","2","22640"
"3d2b63640a753cb92cdb8143","IMG","no","1035","0","1","23212"
"bc6def52feedab28d6294526","IMG","yes","276","0","1","53207"
"fcedcb8970dcfa6b162a721f","IMG","no","1044","0","1","44529"
"febf8c3d57b036f9c2399efb","IMG","yes","389","0","1","48277"
"0cf86cbe9ab64abfdb284e51","IMG","no","2381","946","2","68174"
"6bc05bbc33a2f207e2d170ce","IMG","no","3274","592","2","28869"
"aef4e1997d724aba880c2b3d","IMG","yes","796","0","1","47338"
"2481174d57bd0f7e328ecaeb","IMG","no","466","0","1","3006"
"524ca56128329d1fa2ea684b","IMG","yes","931","420","1","49338"
"524ca56128329d1fa2ea684b","IMG","yes","931","526","2","45153"
"1a218628218cfc533dbb5a82","IMG","no","3207","0","1","60493"
"789ff28dbf331a2c5696d076","IMG","yes","147","0","1","2591"
"7715f405c36c4cbf72859db4","IMG","yes","106","0","1","28869"
"846d0a92000730c80c9e4d15","IMG","yes","1194","0","1","36016"
"0d22455263d4aba54a820538","IMG","no","336","0","1","2143"
"51bbe6e87789841f1d112f38","IMG","yes","829","0","1","60970"
"8748be7f499725c400b83152","IMG","no","1175","0","1","49236"
"0a2901df9d00ec9a78d48fdc","IMG","yes","737","0","1","53115"
"c7d59f3162bc6b96e3c11c15","IMG","yes","132","0","1","52995"
"95a50c9e0108d1fa23d3b618","IMG","yes","2043","0","3","48187"
"227a8b879156e6f37166ccf8","IMG","yes","77","0","1","32694"
"c62a64770cf818e796bd44a1","IMG","yes","480","0","1","55507"
"7df1b8ab5cfa6b451da7a513","IMG","no","230","0","1","2899"
"dc519057de6744954d426c2b","IMG","yes","367","0","1","42697"
"6b8299ce5035f6a7683ee507","IMG","yes","541","138","2","36522"
"167f8c5f02a026859e95a7d1","IMG","yes","98","0","1","40007"
"4b706c80ae5a35446a4549c2","IMG","no","1153","0","1","24965"
"a892e8ee5f158b49433ba018","IMG","yes","7356","0","1","51759"
"0f1791232328bda3b3c95816","IMG","yes","2005","0","3","48187"
"a95ef0faa0a9d66ac2e6f6e4","IMG","yes","1108","1","1","3006"
"fd027e02e1edb949e998ab16","IMG","yes","79","0","1","30839"
"2edb10c56fec268553da8c87","IMG","yes","894","0","1","25016"
"688894a4d3d9146607910c16","IMG","yes","388","0","1","40987"
"6b231119ddd1ef002718cde0","IMG","yes","1694","0","1","44206"
"bf78ca7561fde28f11377c1e","IMG","yes","1015","0","1","44600"
"1e257004d9fd42e8696eefad","IMG","yes","963","0","1","51561"
"0c088e4db220046bd242a55c","IMG","no","2428","0","1","51469"
"6a2f44fb7002bd80725a145f","IMG","no","208","0","1","2952"
"2f3a358246ca0ef60dff9ff9","IMG","yes","528","113","2","2980"
"082e8553d6e45ccb576c8a1c","IMG","yes","1033","150","2","41518"
"7afc888aad2f4523214b5fc8","IMG","yes","56","0","1","25493"
"4b06738880ac9ddeaf4c1d18","IMG","no","1359","143","2","52694"
"e8c0881a3c8673213209bf49","IMG","yes","401","0","1","50040"
"e80d9df5209b61452f0f4713","IMG","no","66261","0","1","46380"
"d0d343aefef860b1f49dbc8b","IMG","yes","683","448","2","38509"
"76aaef43da2f7a5661d775cc","IMG","yes","545","0","1","3355"
"65525d09b175867d8626958b","IMG","yes","398","0","1","2918"
"adab9238fd4712ed3e739ce7","IMG","yes","242","173","2","6151"
"5fe7930cead7586450f7e292","IMG","no","16174","0","1","44532"
"30d306cae310c7bc3d2ccce1","IMG","yes","303","0","1","75778"
"03d61602c038b79ab99af77d","IMG","no","702","0","1","59495"
"40f25ed9d0df8c93f586b650","IMG","no","1391","93","2","24247"
"6ec80142cf72f0d56c5b9029","IMG","yes","255","0","1","23659"
"b60c70b4bcd68c0f84e44fb9","IMG","no","1196","0","1","68070"
"6d17f3f93fda1d5a15977c7f","IMG","yes","1026","0","1","65817"
"cf5cdd5a6c2905323270d24b","IMG","yes","366","0","1","2998"
"acb135a86e6da559a7168da6","IMG","yes","194","0","1","44335"
"cf1fb6c31dbcd5d173fcbe75","IMG","yes","121","0","1","37032"
"002008402a080d7a4792dd8d","IMG","yes","1249","0","1","76006"
"2c9e78cc6a8cc5781815d483","IMG","no","1619","0","1","63271"
"84a551275b6365ad7ccc9177","IMG","yes","866","173","2","61390"
"055bb6b98cae2021a611defa","IMG","no","1020","0","1","37246"
"29ef07d3798100d6c18fd6b7","IMG","yes","118","0","1","39810"
"10c42258b7bf6014a4b3f929","IMG","yes","570","0","1","23659"
"e06227e10b6c1cc77251e990","IMG","yes","767","0","1","39157"
"4f537f5cfc7b20f81b7b5656","IMG","yes","136","0","1","2143"
"a848d19dcc52f1eb88dd2578","IMG","yes","1381","132","2","60342"
"d79429e5eb42c8a678b7fb38","IMG","no","3116","0","1","41255"
"e5f55d723d28f176ec994396","IMG","yes","880","433","2","29714"
"d4d1397eced4712583ccb24e","IMG","no","1240","0","1","66835"
"0f927fc147ed00762158d0f6","IMG","no","2213","0","1","74662"
"df9ca4655eab20f088b4a7fd","IMG","yes","343","0","1","48983"
"c985ce297c4759c64e9a166e","IMG","no","2918","227","2","45058"
"d5bbb578358faf49ed297b14","IMG","no","8838","0","1","58686"
"2e2940fcb4a8f591516c37a9","IMG","yes","174","0","1","40580"
"29f0ea8ef6f655c12fd36a54","IMG","yes","550","0","1","43844"
"266d4f5faf821e4c3cb87172","IMG","yes","1220","0","1","42041"
"8a01f9e53af35cd2c8df7764","IMG","no","882","0","1","35430"
"d6d65f99101ece5903ee6b61","IMG","no","817","124","2","36835"
"c66e017d826a8c2b7bc2315a","IMG","yes","330","0","1","39483"
"e6e0b09750cc2013c2508e81","IMG","no","24593","0","1","24783"
"02a28d5b042f5d4400191dea","IMG","yes","327","0","1","25538"
"ee6f67d82c31e135e5fdd15e","IMG","yes","355","0","1","59849"
