2012-10-29,2012-10-29,android,active,1425,(688, 187, 156, 0, 226, 267)
2012-10-29,2012-10-29,android,inactive,28,(5, 1, 1, 0, 3, 1)
2012-10-29,2012-10-29,ios,active,752,(338, 352, 295, 0, 386, 11)
2012-10-29,2012-10-29,ios,inactive,3,(0, 0, 0, 0, 0, 0)
2012-10-29,2012-10-30,android,active,356,(122, 132, 122, 0, 180, 84)
2012-10-29,2012-10-30,android,inactive,1097,(1, 166, 144, 0, 166, 0)
2012-10-29,2012-10-30,ios,active,119,(90, 253, 210, 0, 276, 6)
2012-10-29,2012-10-30,ios,inactive,636,(1, 308, 267, 0, 235, 0)
2012-10-30,2012-10-30,android,active,2052,(1031, 238, 190, 0, 414, 511)
2012-10-30,2012-10-30,android,inactive,36,(10, 0, 0, 0, 0, 1)
2012-10-30,2012-10-30,ios,active,568,(232, 221, 190, 0, 344, 8)
2012-10-30,2012-10-30,ios,inactive,1,(0, 0, 0, 0, 0, 0)
2012-10-29,2012-10-31,android,active,251,(84, 98, 91, 0, 115, 78)
2012-10-29,2012-10-31,android,inactive,1202,(0, 232, 207, 0, 261, 0)
2012-10-29,2012-10-31,ios,active,82,(71, 214, 189, 0, 193, 4)
2012-10-29,2012-10-31,ios,inactive,673,(1, 444, 383, 0, 387, 0)
2012-10-30,2012-10-31,android,active,505,(222, 176, 155, 0, 334, 163)
2012-10-30,2012-10-31,android,inactive,1583,(0, 210, 179, 0, 215, 0)
2012-10-30,2012-10-31,ios,active,89,(63, 109, 100, 0, 225, 1)
2012-10-30,2012-10-31,ios,inactive,480,(1, 203, 183, 0, 216, 3)
2012-10-31,2012-10-31,android,active,2389,(1145, 275, 226, 0, 594, 499)
2012-10-31,2012-10-31,android,inactive,44,(2, 1, 1, 0, 1, 0)
2012-10-31,2012-10-31,ios,active,500,(282, 233, 205, 0, 297, 17)
2012-10-31,2012-10-31,ios,inactive,5,(0, 0, 0, 0, 0, 0)
2012-10-29,2012-11-01,android,active,282,(93, 139, 123, 0, 267, 93)
2012-10-29,2012-11-01,android,inactive,1171,(0, 219, 202, 0, 244, 0)
2012-10-29,2012-11-01,ios,active,73,(65, 272, 241, 0, 217, 2)
2012-10-29,2012-11-01,ios,inactive,682,(0, 442, 388, 0, 322, 0)
2012-10-30,2012-11-01,android,active,376,(182, 182, 168, 0, 218, 104)
2012-10-30,2012-11-01,android,inactive,1712,(0, 259, 219, 0, 337, 0)
2012-10-30,2012-11-01,ios,active,61,(55, 98, 88, 0, 196, 15)
2012-10-30,2012-11-01,ios,inactive,508,(0, 259, 237, 0, 231, 0)
2012-10-31,2012-11-01,android,active,533,(223, 216, 189, 0, 429, 180)
2012-10-31,2012-11-01,android,inactive,1900,(2, 224, 198, 0, 249, 0)
2012-10-31,2012-11-01,ios,active,83,(77, 155, 139, 0, 237, 9)
2012-10-31,2012-11-01,ios,inactive,422,(0, 178, 158, 0, 117, 0)
2012-11-01,2012-11-01,android,active,2378,(1200, 241, 201, 0, 523, 549)
2012-11-01,2012-11-01,android,inactive,40,(4, 1, 1, 0, 1, 1)
2012-11-01,2012-11-01,ios,active,493,(218, 288, 243, 0, 260, 10)
2012-11-01,2012-11-01,ios,inactive,7,(0, 0, 0, 0, 0, 0)
2012-10-29,2012-11-02,android,active,250,(84, 169, 154, 0, 254, 93)
2012-10-29,2012-11-02,android,inactive,1203,(0, 220, 195, 0, 268, 0)
2012-10-29,2012-11-02,ios,active,61,(56, 256, 229, 0, 197, 7)
2012-10-29,2012-11-02,ios,inactive,694,(0, 504, 446, 0, 404, 0)
2012-10-30,2012-11-02,android,active,367,(149, 195, 181, 0, 246, 113)
2012-10-30,2012-11-02,android,inactive,1721,(0, 275, 238, 0, 279, 0)
2012-10-30,2012-11-02,ios,active,50,(53, 129, 115, 0, 108, 0)
2012-10-30,2012-11-02,ios,inactive,519,(0, 258, 242, 0, 332, 0)
2012-10-31,2012-11-02,android,active,374,(170, 192, 179, 0, 403, 179)
2012-10-31,2012-11-02,android,inactive,2059,(0, 300, 260, 0, 359, 0)
2012-10-31,2012-11-02,ios,active,66,(80, 127, 113, 0, 129, 2)
2012-10-31,2012-11-02,ios,inactive,439,(0, 247, 224, 0, 287, 0)
2012-11-01,2012-11-02,android,active,591,(298, 236, 209, 0, 658, 294)
2012-11-01,2012-11-02,android,inactive,1827,(0, 148, 130, 0, 202, 0)
2012-11-01,2012-11-02,ios,active,100,(85, 236, 205, 0, 258, 10)
2012-11-01,2012-11-02,ios,inactive,400,(0, 196, 178, 0, 176, 0)
2012-11-02,2012-11-02,android,active,1978,(1056, 289, 250, 0, 529, 516)
2012-11-02,2012-11-02,android,inactive,36,(3, 1, 1, 0, 1, 0)
2012-11-02,2012-11-02,ios,active,668,(333, 415, 361, 0, 386, 13)
2012-11-02,2012-11-02,ios,inactive,10,(0, 0, 0, 0, 0, 0)
2012-10-29,2012-11-03,android,active,226,(79, 154, 143, 0, 237, 91)
2012-10-29,2012-11-03,android,inactive,1227,(0, 265, 233, 0, 229, 0)
2012-10-29,2012-11-03,ios,active,72,(77, 256, 232, 0, 177, 4)
2012-10-29,2012-11-03,ios,inactive,683,(0, 536, 473, 0, 424, 0)
2012-10-30,2012-11-03,android,active,296,(83, 152, 136, 0, 326, 73)
2012-10-30,2012-11-03,android,inactive,1792,(2, 357, 318, 0, 313, 2)
2012-10-30,2012-11-03,ios,active,58,(48, 148, 137, 0, 175, 1)
2012-10-30,2012-11-03,ios,inactive,511,(0, 280, 262, 0, 358, 0)
2012-10-31,2012-11-03,android,active,318,(110, 234, 215, 0, 389, 132)
2012-10-31,2012-11-03,android,inactive,2115,(1, 303, 269, 0, 332, 1)
2012-10-31,2012-11-03,ios,active,64,(74, 158, 149, 0, 196, 3)
2012-10-31,2012-11-03,ios,inactive,441,(0, 260, 237, 0, 187, 0)
2012-11-01,2012-11-03,android,active,418,(222, 252, 231, 0, 851, 315)
2012-11-01,2012-11-03,android,inactive,2000,(0, 214, 183, 0, 207, 0)
2012-11-01,2012-11-03,ios,active,83,(75, 290, 263, 0, 244, 8)
2012-11-01,2012-11-03,ios,inactive,417,(0, 214, 193, 0, 167, 0)
2012-11-02,2012-11-03,android,active,510,(201, 254, 230, 0, 297, 140)
2012-11-02,2012-11-03,android,inactive,1504,(1, 218, 198, 0, 275, 1)
2012-11-02,2012-11-03,ios,active,145,(99, 313, 290, 0, 294, 5)
2012-11-02,2012-11-03,ios,inactive,533,(1, 285, 257, 0, 168, 0)
2012-11-03,2012-11-03,android,active,2200,(1042, 353, 306, 0, 482, 473)
2012-11-03,2012-11-03,android,inactive,33,(4, 0, 0, 0, 0, 5)
2012-11-03,2012-11-03,ios,active,826,(423, 428, 387, 0, 482, 21)
2012-11-03,2012-11-03,ios,inactive,1,(0, 0, 0, 0, 0, 0)
2012-10-29,2012-11-04,android,active,215,(62, 118, 108, 0, 127, 67)
2012-10-29,2012-11-04,android,inactive,1238,(2, 320, 290, 0, 353, 2)
2012-10-29,2012-11-04,ios,active,76,(83, 272, 246, 0, 282, 0)
2012-10-29,2012-11-04,ios,inactive,679,(0, 568, 503, 0, 326, 0)
2012-10-30,2012-11-04,android,active,274,(59, 124, 117, 0, 246, 51)
2012-10-30,2012-11-04,android,inactive,1814,(0, 409, 365, 0, 362, 0)
2012-10-30,2012-11-04,ios,active,47,(38, 118, 110, 0, 177, 1)
2012-10-30,2012-11-04,ios,inactive,522,(0, 325, 303, 0, 340, 0)
2012-10-31,2012-11-04,android,active,272,(115, 239, 224, 0, 326, 148)
2012-10-31,2012-11-04,android,inactive,2161,(0, 330, 293, 0, 324, 0)
2012-10-31,2012-11-04,ios,active,57,(56, 151, 142, 0, 133, 3)
2012-10-31,2012-11-04,ios,inactive,448,(0, 295, 264, 0, 183, 0)
2012-11-01,2012-11-04,android,active,362,(183, 213, 198, 0, 801, 335)
2012-11-01,2012-11-04,android,inactive,2056,(0, 276, 238, 0, 200, 0)
2012-11-01,2012-11-04,ios,active,67,(65, 240, 215, 0, 224, 4)
2012-11-01,2012-11-04,ios,inactive,433,(0, 316, 288, 0, 262, 0)
2012-11-02,2012-11-04,android,active,392,(146, 229, 207, 0, 300, 135)
2012-11-02,2012-11-04,android,inactive,1622,(0, 292, 266, 0, 276, 0)
2012-11-02,2012-11-04,ios,active,100,(91, 231, 213, 0, 153, 6)
2012-11-02,2012-11-04,ios,inactive,578,(0, 435, 401, 0, 268, 0)
2012-11-03,2012-11-04,android,active,574,(234, 278, 247, 0, 316, 230)
2012-11-03,2012-11-04,android,inactive,1659,(1, 265, 237, 0, 208, 0)
2012-11-03,2012-11-04,ios,active,194,(125, 330, 313, 0, 296, 7)
2012-11-03,2012-11-04,ios,inactive,633,(0, 302, 279, 0, 253, 0)
2012-11-04,2012-11-04,android,active,2052,(1009, 320, 289, 0, 423, 465)
2012-11-04,2012-11-04,android,inactive,19,(1, 0, 0, 0, 0, 0)
2012-11-04,2012-11-04,ios,active,782,(384, 499, 452, 0, 997, 20)
2012-11-04,2012-11-04,ios,inactive,5,(0, 0, 0, 0, 0, 0)
2012-10-29,2012-11-05,android,active,201,(58, 156, 140, 0, 272, 71)
2012-10-29,2012-11-05,android,inactive,1252,(0, 300, 252, 0, 298, 0)
2012-10-29,2012-11-05,ios,active,61,(67, 246, 215, 0, 229, 14)
2012-10-29,2012-11-05,ios,inactive,694,(0, 630, 532, 0, 345, 0)
2012-10-30,2012-11-05,android,active,267,(59, 175, 167, 0, 161, 50)
2012-10-30,2012-11-05,android,inactive,1821,(2, 374, 334, 0, 480, 2)
2012-10-30,2012-11-05,ios,active,50,(46, 119, 111, 0, 252, 3)
2012-10-30,2012-11-05,ios,inactive,519,(0, 334, 311, 0, 265, 0)
2012-10-31,2012-11-05,android,active,288,(80, 188, 176, 0, 389, 95)
2012-10-31,2012-11-05,android,inactive,2145,(0, 410, 365, 0, 408, 0)
2012-10-31,2012-11-05,ios,active,51,(85, 122, 116, 0, 120, 5)
2012-10-31,2012-11-05,ios,inactive,454,(0, 341, 309, 0, 272, 0)
2012-11-01,2012-11-05,android,active,327,(150, 183, 166, 0, 799, 313)
2012-11-01,2012-11-05,android,inactive,2091,(0, 330, 295, 0, 318, 0)
2012-11-01,2012-11-05,ios,active,52,(63, 201, 182, 0, 224, 11)
2012-11-01,2012-11-05,ios,inactive,448,(0, 382, 345, 0, 288, 0)
2012-11-02,2012-11-05,android,active,319,(115, 175, 165, 0, 334, 119)
2012-11-02,2012-11-05,android,inactive,1695,(1, 387, 336, 0, 398, 0)
2012-11-02,2012-11-05,ios,active,74,(69, 211, 193, 0, 173, 5)
2012-11-02,2012-11-05,ios,inactive,604,(0, 497, 462, 0, 227, 0)
2012-11-03,2012-11-05,android,active,399,(140, 277, 259, 0, 310, 150)
2012-11-03,2012-11-05,android,inactive,1834,(1, 338, 296, 0, 258, 1)
2012-11-03,2012-11-05,ios,active,106,(64, 257, 248, 0, 290, 4)
2012-11-03,2012-11-05,ios,inactive,721,(0, 465, 429, 0, 356, 0)
2012-11-04,2012-11-05,android,active,480,(209, 266, 251, 0, 413, 183)
2012-11-04,2012-11-05,android,inactive,1591,(0, 258, 234, 0, 199, 0)
2012-11-04,2012-11-05,ios,active,167,(160, 324, 310, 0, 1351, 14)
2012-11-04,2012-11-05,ios,inactive,620,(0, 372, 333, 0, 237, 0)
2012-11-05,2012-11-05,android,active,1840,(1020, 355, 330, 0, 1014, 473)
2012-11-05,2012-11-05,android,inactive,37,(9, 0, 0, 0, 0, 1)
2012-11-05,2012-11-05,ios,active,639,(410, 315, 281, 0, 397, 16)
2012-11-05,2012-11-05,ios,inactive,5,(0, 0, 0, 0, 0, 0)
2012-10-29,2012-11-06,android,active,188,(60, 191, 159, 0, 419, 60)
2012-10-29,2012-11-06,android,inactive,1265,(0, 280, 243, 0, 287, 0)
2012-10-29,2012-11-06,ios,active,62,(66, 259, 214, 0, 158, 29)
2012-10-29,2012-11-06,ios,inactive,693,(0, 641, 538, 0, 378, 0)
2012-10-30,2012-11-06,android,active,246,(56, 171, 162, 0, 459, 45)
2012-10-30,2012-11-06,android,inactive,1842,(0, 393, 333, 0, 238, 0)
2012-10-30,2012-11-06,ios,active,42,(27, 107, 94, 0, 114, 1)
2012-10-30,2012-11-06,ios,inactive,527,(1, 359, 317, 0, 422, 1)
2012-10-31,2012-11-06,android,active,260,(63, 194, 177, 0, 327, 92)
2012-10-31,2012-11-06,android,inactive,2173,(0, 425, 379, 0, 390, 0)
2012-10-31,2012-11-06,ios,active,56,(47, 168, 152, 0, 128, 4)
2012-10-31,2012-11-06,ios,inactive,449,(0, 323, 298, 0, 261, 0)
2012-11-01,2012-11-06,android,active,284,(111, 196, 183, 0, 736, 173)
2012-11-01,2012-11-06,android,inactive,2134,(0, 338, 299, 0, 275, 0)
2012-11-01,2012-11-06,ios,active,52,(45, 214, 189, 0, 247, 3)
2012-11-01,2012-11-06,ios,inactive,448,(0, 395, 364, 0, 296, 0)
2012-11-02,2012-11-06,android,active,287,(107, 175, 160, 0, 307, 88)
2012-11-02,2012-11-06,android,inactive,1727,(1, 414, 368, 0, 410, 0)
